fixture_id,group,match_round,team_a,team_b,query,market_id,condition_id,slug,question,market_type,classification_confidence,classification_reason,outcomes_preview,clob_token_ids_count,enable_order_book,active,closed,volume,liquidity,event_slug,tags,raw_source,already_in_existing_match_odds,new_processable_market
,,,,,Mexico South Africa,558944,0x7876851632c295043c66536150a304cb785abdf712ba8489d298c6e6926be106,will-uruguay-win-the-2026-fifa-world-cup-932,Will Uruguay win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,37136722.09730795,8223664.54061,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558988,0xc6faca08d35300aa7edd45a8d7ee3c060eb7424daa6e6d2dcabdd0e889271b48,will-team-ai-win-the-2026-fifa-world-cup,Will Team AI win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,False,False,0,0,world-cup-winner,,fixture_search,False,False
,,,,,Mexico South Africa,558945,0x5ccfe1b69a582d2985db08a8481a0d74c314b1fce9b4711ae2efb2c6467fe6aa,will-mexico-win-the-2026-fifa-world-cup-529,Will Mexico win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,41834403.20492646,1924392.21923,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558956,0x675bba4df50fd123f7fbfbafa67e9b75f4092d85ce0f9148ce78fc945964c856,will-paraguay-win-the-2026-fifa-world-cup-967,Will Paraguay win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,35325911.65583572,9059563.12867,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558973,0xf950740bc71136155d6525cc0528a582c81f88812bff227803190c32ca25f54d,will-scotland-win-the-2026-fifa-world-cup,Will Scotland win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,39228778.47054783,11931643.79351,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558948,0xe574324078501de57aa22beaaeafe461518a6556f0f97764bbbbd78d3a8e8048,will-peru-win-the-2026-fifa-world-cup-981,Will Peru win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,True,264589.508269,,world-cup-winner,,fixture_search,False,False
,,,,,Mexico South Africa,558949,0x0189df05ed7bf84d799213b01a79571e305c03b2ac5359cfbb3a323448ba20fa,will-japan-win-the-2026-fifa-world-cup-112,Will Japan win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,38030152.37395038,1319497.78754,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558951,0x7b52405ad0e0d31bfe970940b67d77f24ecedeab8a2361c11148c02a006e325c,will-norway-win-the-2026-fifa-world-cup-893,Will Norway win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,35430984.133513406,2560694.26665,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558953,0x8135dd6aee528b32e4e0727ce7151f63102d121aaa0ddb46c932a256cd16ec56,will-any-other-team-win-the-2026-fifa-world-cup-541-319-294-845-754-317-243-911-472-778-811-233-235-839-426-488,Will Any Other Team win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,False,False,0,0,world-cup-winner,,fixture_search,False,False
,,,,,Mexico South Africa,558986,0x50068ddcf9066b652c2c7d15baf26d3eeafaa5a74f3d27315b7c8454c2968f83,will-team-ag-win-the-2026-fifa-world-cup,Will Team AG win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,False,False,0,0,world-cup-winner,,fixture_search,False,False
,,,,,Mexico South Africa,558954,0xff0cfa9506cfa95759e4c7591654195bd26e3011f9882b51439135e04f2b69f1,will-tunisia-win-the-2026-fifa-world-cup-165,Will Tunisia win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,35319034.85368602,12463401.44135,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558987,0xf1593a699a791af4eb4fad4381e48bda8a8e65e38de06123f482ff953660693f,will-team-ah-win-the-2026-fifa-world-cup,Will Team AH win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,False,False,0,0,world-cup-winner,,fixture_search,False,False
,,,,,Mexico South Africa,558955,0xbaf7780f9059e34b84301fd411f8dc573b4d56adfe6e0cda33daf304b1438da4,will-ecuador-win-the-2026-fifa-world-cup-986,Will Ecuador win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,41671989.70902054,4361473.7672,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558960,0x965ebc5d79eb1ec02cad67245a44b9e45b33359018f013fb6cf81d5bbf7bcc8d,will-uzbekistan-win-the-2026-fifa-world-cup-773,Will Uzbekistan win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,58877947.18841757,10793415.67565,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558963,0x37a6de1b21803e5f3fb1965116218215d79963af4f7e51659696366267a63a03,will-morocco-win-the-2026-fifa-world-cup-464,Will Morocco win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,41275800.7580966,1613747.04432,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558979,0x9779c09fd4dd0a1c82dd82618269c2aa5669d91305293b396d1e0b8a166b566e,will-team-z-win-the-2026-fifa-world-cup-316,Will Panama win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,19181318.76575688,15383442.70023,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558982,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,will-iraq-win-the-2026-fifa-world-cup,Will Iraq win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,28618959.262710936,15942200.52433,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558964,0x233ce0c3969a5cd5079287f16fcd283be7c1db82263e08697f85dbe1b4d2113c,will-south-africa-win-the-2026-fifa-world-cup,Will South Africa win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,37674780.207894266,10102296.11073,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558965,0x6972edb1b3f8cd8192651a665fc424dff846efe1c4a2376f628d4b20c704144c,will-senegal-win-the-2026-fifa-world-cup,Will Senegal win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,36324063.71559024,4952168.83262,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558966,0x289568d555ec620ed6fa33c936c5f42649d3a2e30748a1daf7079f42453fbea4,will-ivory-coast-win-the-2026-fifa-world-cup,Will Ivory Coast win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,50113702.699124314,5877269.27221,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558981,0xcd836ec4d94b8a4ddc5713d80fe9db245d2fb4796eaf12337974da1b4e96100d,will-congo-dr-win-the-2026-fifa-world-cup,Will Congo DR win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,55958958.95340984,8759744.36031,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558970,0x3bc69cb672591e4fcd2ef856b64b219a906e15d4601b50066ac81a446574dfaf,will-cape-verde-win-the-2026-fifa-world-cup,Will Cape Verde win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,40005583.27716404,14862758.10052,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558984,0x5e614739363bbfc399469102c600e4e8260032d41e59e0bc12ebc0e71231642d,will-czechia-win-the-2026-fifa-world-cup,Will Czechia win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,24744405.20319502,11254732.03557,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558971,0x4fe305a2ae995a52ff278895344895fe587b4fec3d5f04347b4dbf5e99bce99c,will-qatar-win-the-2026-fifa-world-cup,Will Qatar win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,41445376.52833187,14838815.9663,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558946,0x32cfa52198e85e070d1b17d1b53c5c3a6aaae7736cdc33fa6aa04d353f0c2811,will-belgium-win-the-2026-fifa-world-cup-358,Will Belgium win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,37118559.35582933,1675320.07252,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558958,0x098e2be3df8ab529940c567819f8ef007cf007820e9d627642a5bbfaa42af372,will-australia-win-the-2026-fifa-world-cup-816,Will Australia win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,44332605.414567806,14334566.59719,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558972,0x3fb8a8de2ac275882d72b2c4f22d41776fcf033f9e413a77a84dd395c0d5257c,will-saudi-arabia-win-the-2026-fifa-world-cup,Will Saudi Arabia win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,46046588.432883725,11545747.60994,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558991,0xb4549449a206480bc6823e7e3cfa15963e8dc66a1e27c3d61c18f6c876c5e2a0,will-team-al-win-the-2026-fifa-world-cup,Will Team AL win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,False,False,0,0,world-cup-winner,,fixture_search,False,False
,,,,,Mexico South Africa,558975,0xfe230d510eaf545198c0d62bb17871e5fe8989f1b19aa54c0c062b858360987c,will-austria-win-the-2026-fifa-world-cup,Will Austria win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,40617772.89955736,4158421.96104,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558976,0xe5bd80313b8859e3f5761568ac9498866ea9d4419e4d1b6a877a9a9bd2754cb4,will-croatia-win-the-2026-fifa-world-cup,Will Croatia win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,42945134.12105711,2384939.1937,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558993,0xec277392eab0b6edcb85f97081a7afd0b40efc3c3deccc0c7657bc148dbbc2ca,will-team-an-win-the-2026-fifa-world-cup,Will Team AN win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,False,False,0,0,world-cup-winner,,fixture_search,False,False
,,,,,Mexico South Africa,558968,0x7412d284c8f63791fec807f9b1f61c6fe61163621775a3dc8686cd2575272abe,will-egypt-win-the-2026-fifa-world-cup,Will Egypt win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,49264550.18989862,6072368.61971,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558980,0xd0dbdc94b28c5cffeef64ed6b13e5f0f2324fb177e5ffaa634b48c88fe18d5e7,will-sweden-win-the-2026-fifa-world-cup,Will Sweden win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,True,False,27557953.15544818,9132081.02824,world-cup-winner,,fixture_search,False,True
,,,,,Mexico South Africa,558989,0x3112606456d170b831bfa09abce8cdca2b4492e6bc3b0fcc9bc13cce6fb25afc,will-team-aj-win-the-2026-fifa-world-cup,Will Team AJ win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,False,False,0,0,world-cup-winner,,fixture_search,False,False
,,,,,Mexico South Africa,558990,0xad28c7168aae36c824b0bec790fa8acf16579a2c03a5f5e8b51233fb8bf7751e,will-team-ak-win-the-2026-fifa-world-cup,Will Team AK win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,False,False,0,0,world-cup-winner,,fixture_search,False,False
,,,,,Mexico South Africa,558994,0x50baa2cdafecab85934a85f0debb1e9f90d858d692ec9d5da8c0a0d1e2646c05,will-team-ao-win-the-2026-fifa-world-cup,Will Team AO win the 2026 FIFA World Cup?,outright_winner,high,World Cup outright winner wording.,"[""Yes"", ""No""]",2,True,False,False,0,0,world-cup-winner,,fixture_search,False,False
,,,,,Mexico South Africa,414231,,world-cup-team-to-advance-to-knockout-stages,World Cup: Team to advance to Knockout Stages,unknown,low,No conservative classification rule matched.,[],0,True,True,False,1224893.2687959992,1480361.29553,,fifa-world-cup; sports; 2026-fifa-world-cup; soccer,fixture_search,False,False
,,,,,Mexico South Africa,2070732,0x550d74a2fe47a7ce066e04e647da4010a2ac26e8aa1f0edcb9403ce90d0c9016,will-south-korea-advance-to-the-knockout-stages-at-the-2026-fifa-world-cup,Will South Korea advance to the knockout stages at the 2026 FIFA World Cup?,unknown,low,No conservative classification rule matched.,"[""Yes"", ""No""]",2,True,True,False,3374.0610580000007,28695.7221,world-cup-team-to-advance-to-knockout-stages,,fixture_search,False,False
,,,,,Mexico South Africa,2070734,0x390b496499262807b909b58a9aaa95f6ae0b322d4a324531a3e97b2937904eda,will-czechia-advance-to-the-knockout-stages-at-the-2026-fifa-world-cup,Will Czechia advance to the knockout stages at the 2026 FIFA World Cup?,unknown,low,No conservative classification rule matched.,"[""Yes"", ""No""]",2,True,True,False,1927.6721589999997,32736.3927,world-cup-team-to-advance-to-knockout-stages,,fixture_search,False,False
,,,,,Mexico South Africa,2070736,0xeea6fafcf500f582bf1999d504b769befcceb645a7ed46c29aeb901d0ea29baf,will-switzerland-advance-to-the-knockout-stages-at-the-2026-fifa-world-cup,Will Switzerland advance to the knockout stages at the 2026 FIFA World Cup?,unknown,low,No conservative classification rule matched.,"[""Yes"", ""No""]",2,True,True,False,62629.938057,37375.58994,world-cup-team-to-advance-to-knockout-stages,,fixture_search,False,False
,,,,,Mexico South Africa,2070738,0x9a2b2aeccf873af12a6171722d70d86e458492424a7adb700b011ca3b7cc28e7,will-bosnia-and-herzegovina-advance-to-the-knockout-stages-at-the-2026-fifa-world-cup,Will Bosnia and Herzegovina advance to the knockout stages at the 2026 FIFA World Cup?,unknown,low,No conservative classification rule matched.,"[""Yes"", ""No""]",2,True,True,False,10893.913156999997,35354.6634,world-cup-team-to-advance-to-knockout-stages,,fixture_search,False,False
,,,,,Mexico South Africa,2070740,0x6ad7d53bc2a42daa2b9625eebf9651fd3aac1286078697182a3d1dc3bbd70173,will-morocco-advance-to-the-knockout-stages-at-the-2026-fifa-world-cup,Will Morocco advance to the knockout stages at the 2026 FIFA World Cup?,unknown,low,No conservative classification rule matched.,"[""Yes"", ""No""]",2,True,True,False,15560.833014000013,15350.8249,world-cup-team-to-advance-to-knockout-stages,,fixture_search,False,False
,,,,,Mexico South Africa,2070742,0x5ea45b0916e7ff547035047d0bd72502c1d1431c6196215f532741e14f997317,will-haiti-advance-to-the-knockout-stages-at-the-2026-fifa-world-cup,Will Haiti advance to the knockout stages at the 2026 FIFA World Cup?,unknown,low,No conservative classification rule matched.,"[""Yes"", ""No""]",2,True,True,False,47435.44266700004,30013.1057,world-cup-team-to-advance-to-knockout-stages,,fixture_search,False,False
,,,,,Mexico South Africa,2070744,0x38f5caccf3b53ef5abeb0056838e4e5df3f000e97a4fad7eb55431781b427d2c,will-australia-advance-to-the-knockout-stages-at-the-2026-fifa-world-cup,Will Australia advance to the knockout stages at the 2026 FIFA World Cup?,unknown,low,No conservative classification rule matched.,"[""Yes"", ""No""]",2,True,True,False,19549.621845000012,40498.2051,world-cup-team-to-advance-to-knockout-stages,,fixture_search,False,False
,,,,,Mexico South Africa,2070746,0x8c28874af6349a7e58f30909eecac5197bfdaa033b03ad98510853958ee41558,will-turkiye-advance-to-the-knockout-stages-at-the-2026-fifa-world-cup,Will Turkiye advance to the knockout stages at the 2026 FIFA World Cup?,unknown,low,No conservative classification rule matched.,"[""Yes"", ""No""]",2,True,True,False,13406.082304,27454.3742,world-cup-team-to-advance-to-knockout-stages,,fixture_search,False,False
